Speaker	SentType	Sweep	Question	Diff	Diffn	Word	FocusType	PosInSent	Min	Max	Clench	NormMin
BNY	2	0053	Q6	0.0081%	8.1e-05	1. fat	NonNarrow	1	-22.790274121249816	-17.548943141492696	-12.58414	-10.206134121249816
BNY	2	0053	Q6	0.0081%	8.1e-05	2. cat	NonNarrow	2	-21.451894339411265	-16.16	-12.58414	-8.867754339411265
BNY	2	0053	Q6	0.0081%	8.1e-05	3. sat	NonNarrow	3	-19.850262720312543	-15.816916856585287	-12.58414	-7.266122720312543
BNY	2	0053	Q6	0.0081%	8.1e-05	4. matt	Narrow	4	-25.750025241261223	-16.66	-12.58414	-13.165885241261224
BNY	2	0054	Q1	13.4026%	0.134026	1. fat	Broad	1	-19.56	-18.386468502016726	-12.58414	-6.975859999999999
BNY	2	0054	Q1	13.4026%	0.134026	2. cat	Broad	2	-21.051367236741783	-16.01868819149077	-12.58414	-8.467227236741783
BNY	2	0054	Q1	13.4026%	0.134026	3. sat	Broad	3	-17.77	-16.01868819149077	-12.58414	-5.18586
BNY	2	0054	Q1	13.4026%	0.134026	4. matt	Broad	4	-23.191599468816243	-19.26	-12.58414	-10.607459468816243
BNY	2	0055	Q3	0.7295%	0.007295	1. fat	NonNarrow	1	-22.75072014108112	-17.446573068719754	-12.58414	-10.166580141081122
BNY	2	0055	Q3	0.7295%	0.007295	2. cat	Narrow	2	-25.882754117513517	-20.94703330757079	-12.58414	-13.298614117513518
BNY	2	0055	Q3	0.7295%	0.007295	3. sat	NonNarrow	3	-20.83	-16.625894436019255	-12.58414	-8.245859999999999
BNY	2	0055	Q3	0.7295%	0.007295	4. matt	NonNarrow	4	-23.43190284882156	-16.80909897065215	-12.58414	-10.847762848821562
BNY	2	0056	Q2	0.6284%	0.006284	1. fat	Narrow	1	-25.31062518110739	-16.959359187955588	-12.58414	-12.72648518110739
BNY	2	0056	Q2	0.6284%	0.006284	2. cat	NonNarrow	2	-22.88097430698128	-19.19	-12.58414	-10.29683430698128
BNY	2	0056	Q2	0.6284%	0.006284	3. sat	NonNarrow	3	-21.48114938569158	-16.91799576979288	-12.58414	-8.89700938569158
BNY	2	0056	Q2	0.6284%	0.006284	4. matt	NonNarrow	4	-22.242512296753205	-16.82	-12.58414	-9.658372296753205
BNY	2	0057	Q5	0.5541%	0.005541000000000001	1. fat	NonNarrow	1	-22.324590031294427	-16.708887473906326	-12.58414	-9.740450031294428
BNY	2	0057	Q5	0.5541%	0.005541000000000001	2. cat	NonNarrow	2	-21.420006202089134	-18.51	-12.58414	-8.835866202089134
BNY	2	0057	Q5	0.5541%	0.005541000000000001	3. sat	NonNarrow	3	-20.514925977322154	-16.179827624636474	-12.58414	-7.930785977322154
BNY	2	0057	Q5	0.5541%	0.005541000000000001	4. matt	Narrow	4	-24.43018780956941	-17.27794195513045	-12.58414	-11.846047809569411
BNY	2	0058	Q4	0.0082%	8.200000000000001e-05	1. fat	NonNarrow	1	-21.553128698372447	-17.217618818012003	-12.58414	-8.968988698372447
BNY	2	0058	Q4	0.0082%	8.200000000000001e-05	2. cat	NonNarrow	2	-20.661244282956243	-16.04	-12.58414	-8.077104282956244
BNY	2	0058	Q4	0.0082%	8.200000000000001e-05	3. sat	Narrow	3	-22.044990061067057	-15.60998361953344	-12.58414	-9.460850061067058
BNY	2	0058	Q4	0.0082%	8.200000000000001e-05	4. matt	NonNarrow	4	-21.763430830845024	-17.04	-12.58414	-9.179290830845025
BNY	2	0059	Q6	0.0081%	8.1e-05	1. fat	NonNarrow	1	-23.04018630984568	-16.978926497861185	-12.58414	-10.45604630984568
BNY	2	0059	Q6	0.0081%	8.1e-05	2. cat	NonNarrow	2	-21.99005826247913	-16.28	-12.58414	-9.405918262479132
BNY	2	0059	Q6	0.0081%	8.1e-05	3. sat	NonNarrow	3	-20.525359952108307	-15.939415879130761	-12.58414	-7.941219952108307
BNY	2	0059	Q6	0.0081%	8.1e-05	4. matt	Narrow	4	-24.940101827514784	-16.56	-12.58414	-12.355961827514784
BNY	2	0060	Q1	0.5104%	0.005104	1. fat	Broad	1	-23.00088995166029	-17.528658294948954	-12.58414	-10.416749951660291
BNY	2	0060	Q1	0.5104%	0.005104	2. cat	Broad	2	-21.730019004484358	-18.34	-12.58414	-9.145879004484359
BNY	2	0060	Q1	0.5104%	0.005104	3. sat	Broad	3	-21.151641425791716	-16.16800124546473	-12.58414	-8.567501425791717
BNY	2	0060	Q1	0.5104%	0.005104	4. matt	Broad	4	-24.473941128247386	-17.28663243362533	-12.58414	-11.889801128247386
KVM	1	0002	Q1	0.5379%	0.005379000000000001	1. cat	Broad	1	-67.1804256299202	-61.71917918002865	-56.11663875	-11.063786879920194
KVM	1	0002	Q1	0.5379%	0.005379000000000001	2. sat	Broad	2	-63.3924252342169	-58.89695987226553	-56.11663875	-7.275786484216901
KVM	1	0002	Q1	0.5379%	0.005379000000000001	3. rat	Broad	3	-67.89026140198938	-61.66	-56.11663875	-11.773622651989378
KVM	1	0002	Q1	0.5379%	0.005379000000000001	4. hat	Broad	4	-65.22147777053594	-62.18	-56.11663875	-9.104839020535941
KVM	1	0003	Q4	0.0736%	0.000736	1. cat	NonNarrow	1	-66.31062213619904	-59.57	-56.11663875	-10.193983386199044
KVM	1	0003	Q4	0.0736%	0.000736	2. sat	NonNarrow	2	-62.81546581240904	-58.948576067681316	-56.11663875	-6.698827062409038
KVM	1	0003	Q4	0.0736%	0.000736	3. rat	NonNarrow	3	-66.7005315869855	-61.23	-56.11663875	-10.583892836985505
KVM	1	0003	Q4	0.0736%	0.000736	4. hat	Narrow	4	-66.40074852740271	-63.11	-56.11663875	-10.284109777402712
KVM	1	0004	Q5	0.0080%	8e-05	1. cat	Narrow	1	-70.13000576037246	-59.64	-56.11663875	-14.013367010372455
KVM	1	0004	Q5	0.0080%	8e-05	2. sat	NonNarrow	2	-64.67003272275988	-59.15858556105643	-56.11663875	-8.553393972759885
KVM	1	0004	Q5	0.0080%	8e-05	3. rat	NonNarrow	3	-68.23097894344723	-61.94993664000498	-56.11663875	-12.114340193447227
KVM	1	0004	Q5	0.0080%	8e-05	4. hat	NonNarrow	4	-64.86129213696653	-63.05	-56.11663875	-8.744653386966526
KVM	1	0005	Q3	0.0009%	9e-06	1. cat	NonNarrow	1	-69.1405919376977	-60.13	-56.11663875	-13.023953187697707
KVM	1	0005	Q3	0.0009%	9e-06	2. sat	NonNarrow	2	-62.86337321452549	-59.049973246270866	-56.11663875	-6.746734464525488
KVM	1	0005	Q3	0.0009%	9e-06	3. rat	Narrow	3	-69.82000579520951	-61.53	-56.11663875	-13.70336704520951
KVM	1	0005	Q3	0.0009%	9e-06	4. hat	NonNarrow	4	-64.84158888525846	-62.65	-56.11663875	-8.72495013525846
KVM	1	0006	Q2	0.1282%	0.0012820000000000002	1. cat	NonNarrow	1	-67.29046111657756	-59.08	-56.11663875	-11.17382236657756
KVM	1	0006	Q2	0.1282%	0.0012820000000000002	2. sat	Narrow	2	-65.1804116498727	-58.998576111195675	-56.11663875	-9.063772899872696
KVM	1	0006	Q2	0.1282%	0.0012820000000000002	3. rat	NonNarrow	3	-67.1200546929777	-61.7	-56.11663875	-11.003415942977703
KVM	1	0006	Q2	0.1282%	0.0012820000000000002	4. hat	NonNarrow	4	-64.47016150782389	-61.99	-56.11663875	-8.353522757823889
KVM	1	0007	Q1	0.1463%	0.001463	1. cat	Broad	1	-68.51005657092534	-60.03	-56.11663875	-12.393417820925343
KVM	1	0007	Q1	0.1463%	0.001463	2. sat	Broad	2	-64.35005548888108	-59.25981247167762	-56.11663875	-8.233416738881083
KVM	1	0007	Q1	0.1463%	0.001463	3. rat	Broad	3	-68.61043949220473	-62.54	-56.11663875	-12.493800742204733
KVM	1	0007	Q1	0.1463%	0.001463	4. hat	Broad	4	-68.6702771806921	-63.04	-56.11663875	-12.553638430692097
KVM	1	0008	Q4	0.0080%	8e-05	1. cat	NonNarrow	1	-66.57000270537353	-59.76	-56.11663875	-10.453363955373526
KVM	1	0008	Q4	0.0080%	8e-05	2. sat	NonNarrow	2	-63.28731181907646	-58.89816827707678	-56.11663875	-7.170673069076457
KVM	1	0008	Q4	0.0080%	8e-05	3. rat	NonNarrow	3	-69.50042137418316	-61.5	-56.11663875	-13.383782624183162
KVM	1	0008	Q4	0.0080%	8e-05	4. hat	Narrow	4	-69.74271794263022	-63.25	-56.11663875	-13.626079192630222
KVM	1	0010	Q3	0.0466%	0.00046600000000000005	1. cat	NonNarrow	1	-68.89010229604361	-59.59	-56.11663875	-12.773463546043608
KVM	1	0010	Q3	0.0466%	0.00046600000000000005	2. sat	NonNarrow	2	-64.37634131466665	-58.93808750575734	-56.11663875	-8.259702564666647
KVM	1	0010	Q3	0.0466%	0.00046600000000000005	3. rat	Narrow	3	-70.4008430952793	-62.77	-56.11663875	-14.2842043452793
KVM	1	0010	Q3	0.0466%	0.00046600000000000005	4. hat	NonNarrow	4	-65.61181691728088	-63.04	-56.11663875	-9.495178167280876
KVM	1	0011	Q2	0.4740%	0.00474	1. cat	NonNarrow	1	-67.263496544642	-60.33	-56.11663875	-11.146857794641996
KVM	1	0011	Q2	0.4740%	0.00474	2. sat	Narrow	2	-66.5201533120741	-58.8278855404275	-56.11663875	-10.4035145620741
KVM	1	0011	Q2	0.4740%	0.00474	3. rat	NonNarrow	3	-66.69052697466279	-60.56	-56.11663875	-10.573888224662788
KVM	1	0011	Q2	0.4740%	0.00474	4. hat	NonNarrow	4	-64.25251649924215	-62.02	-56.11663875	-8.135877749242148
KVM	1	0012	Q1	0.5267%	0.005267	1. cat	Broad	1	-68.45187450792216	-61.61	-56.11663875	-12.335235757922156
KVM	1	0012	Q1	0.5267%	0.005267	2. sat	Broad	2	-63.39011718266999	-59.679929467771906	-56.11663875	-7.2734784326699895
KVM	1	0012	Q1	0.5267%	0.005267	3. rat	Broad	3	-68.06411093191872	-61.25	-56.11663875	-11.94747218191872
KVM	1	0012	Q1	0.5267%	0.005267	4. hat	Broad	4	-68.68011502754125	-63.67	-56.11663875	-12.563476277541248
KVM	1	0013	Q4	0.1280%	0.00128	1. cat	NonNarrow	1	-68.1124728474018	-60.47	-56.11663875	-11.995834097401804
KVM	1	0013	Q4	0.1280%	0.00128	2. sat	NonNarrow	2	-61.472713798190824	-59.01897200009656	-56.11663875	-5.356075048190824
KVM	1	0013	Q4	0.1280%	0.00128	3. rat	NonNarrow	3	-68.5611259147096	-61.59	-56.11663875	-12.444487164709606
KVM	1	0013	Q4	0.1280%	0.00128	4. hat	Narrow	4	-70.01018746508748	-64.02	-56.11663875	-13.893548715087483
KVM	1	0014	Q5	0.0081%	8.1e-05	1. cat	Narrow	1	-69.41279010719579	-59.67	-56.11663875	-13.29615135719579
KVM	1	0014	Q5	0.0081%	8.1e-05	2. sat	NonNarrow	2	-64.62440037491777	-59.228565602249915	-56.11663875	-8.50776162491777
KVM	1	0014	Q5	0.0081%	8.1e-05	3. rat	NonNarrow	3	-69.27606505505645	-61.71	-56.11663875	-13.15942630505645
KVM	1	0014	Q5	0.0081%	8.1e-05	4. hat	NonNarrow	4	-66.29043209526297	-61.76	-56.11663875	-10.173793345262972
KVM	1	0015	Q3	0.0080%	8e-05	1. cat	NonNarrow	1	-68.58008673208046	-60.11	-56.11663875	-12.46344798208046
KVM	1	0015	Q3	0.0080%	8e-05	2. sat	NonNarrow	2	-62.01438328353195	-59.22937095480126	-56.11663875	-5.897744533531949
KVM	1	0015	Q3	0.0080%	8e-05	3. rat	Narrow	3	-71.70331962202215	-62.18	-56.11663875	-15.58668087202215
KVM	1	0015	Q3	0.0080%	8e-05	4. hat	NonNarrow	4	-66.06775737664537	-63.56	-56.11663875	-9.951118626645375
KVM	1	0016	Q2	0.1193%	0.001193	1. cat	NonNarrow	1	-67.34014809161923	-59.8	-56.11663875	-11.223509341619227
KVM	1	0016	Q2	0.1193%	0.001193	2. sat	Narrow	2	-67.63115675016658	-59.17951020420968	-56.11663875	-11.514518000166582
KVM	1	0016	Q2	0.1193%	0.001193	3. rat	NonNarrow	3	-68.43338146577105	-61.546877289298294	-56.11663875	-12.31674271577105
KVM	1	0016	Q2	0.1193%	0.001193	4. hat	NonNarrow	4	-64.80238216665934	-62.18	-56.11663875	-8.685743416659342
KVM	1	0020	Q3	0.0082%	8.200000000000001e-05	1. cat	NonNarrow	1	-66.9059826455759	-59.61	-56.11663875	-10.789343895575904
KVM	1	0020	Q3	0.0082%	8.200000000000001e-05	2. sat	NonNarrow	2	-62.3715606967596	-59.02987951949331	-56.11663875	-6.254921946759602
KVM	1	0020	Q3	0.0082%	8.200000000000001e-05	3. rat	Narrow	3	-71.52035629400545	-62.51	-56.11663875	-15.403717544005453
KVM	1	0020	Q3	0.0082%	8.200000000000001e-05	4. hat	NonNarrow	4	-65.80000087863455	-61.9	-56.11663875	-9.683362128634549
KVM	1	0021	Q2	0.0082%	8.200000000000001e-05	1. cat	NonNarrow	1	-66.9949432079744	-59	-56.11663875	-10.878304457974401
KVM	1	0021	Q2	0.0082%	8.200000000000001e-05	2. sat	Narrow	2	-65.30008386055918	-58.499185073871814	-56.11663875	-9.183445110559184
KVM	1	0021	Q2	0.0082%	8.200000000000001e-05	3. rat	NonNarrow	3	-67.20049220224493	-61.726340741040225	-56.11663875	-11.08385345224493
KVM	1	0021	Q2	0.0082%	8.200000000000001e-05	4. hat	NonNarrow	4	-65.92332322859252	-62.45	-56.11663875	-9.806684478592523
KVM	1	0022	Q1	0.0080%	8e-05	1. cat	Broad	1	-66.97127302777929	-59.72	-56.11663875	-10.85463427777929
KVM	1	0022	Q1	0.0080%	8e-05	2. sat	Broad	2	-64.12592009162861	-59.258446406317745	-56.11663875	-8.009281341628615
KVM	1	0022	Q1	0.0080%	8e-05	3. rat	Broad	3	-67.21005774280778	-62	-56.11663875	-11.093418992807777
KVM	1	0022	Q1	0.0080%	8e-05	4. hat	Broad	4	-67.64231721028011	-63	-56.11663875	-11.525678460280112
KVM	1	0023	Q4	0.6890%	0.006889999999999999	1. cat	NonNarrow	1	-67.48004232776967	-63.02	-56.11663875	-11.363403577769667
KVM	1	0023	Q4	0.6890%	0.006889999999999999	2. sat	NonNarrow	2	-64.54052992319289	-58.73983618784847	-56.11663875	-8.423891173192892
KVM	1	0023	Q4	0.6890%	0.006889999999999999	3. rat	NonNarrow	3	-68.50001708439224	-61.34	-56.11663875	-12.38337833439224
KVM	1	0023	Q4	0.6890%	0.006889999999999999	4. hat	Narrow	4	-71.12406773264806	-62.92719334885906	-56.11663875	-15.007428982648058
KVM	1	0025	Q3	0.0081%	8.1e-05	1. cat	NonNarrow	1	-67.72105536119453	-59.25	-56.11663875	-11.60441661119453
KVM	1	0025	Q3	0.0081%	8.1e-05	2. sat	NonNarrow	2	-62.83431578426876	-58.36665151124625	-56.11663875	-6.71767703426876
KVM	1	0025	Q3	0.0081%	8.1e-05	3. rat	Narrow	3	-70.31022481616569	-61.75	-56.11663875	-14.193586066165686
KVM	1	0025	Q3	0.0081%	8.1e-05	4. hat	NonNarrow	4	-65.14027169970029	-60.62	-56.11663875	-9.023632949700293
KVM	1	0026	Q2	0.0081%	8.1e-05	1. cat	NonNarrow	1	-66.58101919490385	-60.42	-56.11663875	-10.464380444903846
KVM	1	0026	Q2	0.0081%	8.1e-05	2. sat	Narrow	2	-65.90139310851453	-58.69891585554925	-56.11663875	-9.784754358514526
KVM	1	0026	Q2	0.0081%	8.1e-05	3. rat	NonNarrow	3	-66.4819177510456	-61.23	-56.11663875	-10.3652790010456
KVM	1	0026	Q2	0.0081%	8.1e-05	4. hat	NonNarrow	4	-64.42395166951955	-61.65	-56.11663875	-8.307312919519553
KVM	2	0027	Q1	0.0079%	7.900000000000001e-05	1. fat	Broad	1	-65.68066486351893	-58.909140826156765	-56.11663875	-9.564026113518928
KVM	2	0027	Q1	0.0079%	7.900000000000001e-05	2. cat	Broad	2	-63.74054338324567	-58.33	-56.11663875	-7.623904633245672
KVM	2	0027	Q1	0.0079%	7.900000000000001e-05	3. sat	Broad	3	-64.19320194298574	-57.99000000079045	-56.11663875	-8.076563192985738
KVM	2	0027	Q1	0.0079%	7.900000000000001e-05	4. matt	Broad	4	-68.30004459627092	-61.26	-56.11663875	-12.183405846270922
KVM	2	0028	Q2	0.0081%	8.1e-05	1. fat	Narrow	1	-67.88007706439345	-59.63639634782652	-56.11663875	-11.763438314393447
KVM	2	0028	Q2	0.0081%	8.1e-05	2. cat	NonNarrow	2	-64.50126124590972	-58.86	-56.11663875	-8.384622495909717
KVM	2	0028	Q2	0.0081%	8.1e-05	3. sat	NonNarrow	3	-63.81020376946884	-58.3276481408495	-56.11663875	-7.693565019468842
KVM	2	0028	Q2	0.0081%	8.1e-05	4. matt	NonNarrow	4	-67.05169633082163	-61.69	-56.11663875	-10.935057580821628
KVM	2	0029	Q5	0.6624%	0.006624	1. fat	NonNarrow	1	-66.1025896053971	-60.25895287286549	-56.11663875	-9.9859508553971
KVM	2	0029	Q5	0.6624%	0.006624	2. cat	NonNarrow	2	-64.98016292442138	-61.66982581083663	-56.11663875	-8.863524174421379
KVM	2	0029	Q5	0.6624%	0.006624	3. sat	NonNarrow	3	-63.370387334894694	-58.637619545965684	-56.11663875	-7.253748584894694
KVM	2	0029	Q5	0.6624%	0.006624	4. matt	Narrow	4	-72.4830947001219	-60.53	-56.11663875	-16.366455950121896
KVM	2	0030	Q6	0.0079%	7.900000000000001e-05	1. fat	NonNarrow	1	-66.6201097134338	-59.699279588419195	-56.11663875	-10.503470963433806
KVM	2	0030	Q6	0.0079%	7.900000000000001e-05	2. cat	NonNarrow	2	-64.99022064262404	-58.92	-56.11663875	-8.873581892624038
KVM	2	0030	Q6	0.0079%	7.900000000000001e-05	3. sat	NonNarrow	3	-63.96559223994913	-58.37993096651254	-56.11663875	-7.848953489949132
KVM	2	0030	Q6	0.0079%	7.900000000000001e-05	4. matt	Narrow	4	-71.90057234647415	-62.6	-56.11663875	-15.78393359647415
KVM	2	0031	Q3	0.0081%	8.1e-05	1. fat	NonNarrow	1	-67.06112837712047	-59.717638755436795	-56.11663875	-10.944489627120468
KVM	2	0031	Q3	0.0081%	8.1e-05	2. cat	Narrow	2	-68.03170353219635	-58.93	-56.11663875	-11.915064782196346
KVM	2	0031	Q3	0.0081%	8.1e-05	3. sat	NonNarrow	3	-63.393432489008106	-58.44000000060004	-56.11663875	-7.276793739008106
KVM	2	0031	Q3	0.0081%	8.1e-05	4. matt	NonNarrow	4	-66.61041913738714	-60.87	-56.11663875	-10.49378038738714
KVM	2	0032	Q4	0.5298%	0.005298000000000001	1. fat	NonNarrow	1	-66.43331376731975	-59.88658649909604	-56.11663875	-10.316675017319746
KVM	2	0032	Q4	0.5298%	0.005298000000000001	2. cat	NonNarrow	2	-66.33218648558454	-58.39	-56.11663875	-10.215547735584543
KVM	2	0032	Q4	0.5298%	0.005298000000000001	3. sat	Narrow	3	-66.08203052274193	-57.75000000189002	-56.11663875	-9.965391772741931
KVM	2	0032	Q4	0.5298%	0.005298000000000001	4. matt	NonNarrow	4	-67.46001893378435	-61.13	-56.11663875	-11.343380183784355
KVM	2	0033	Q1	0.0079%	7.900000000000001e-05	1. fat	Broad	1	-67.25090483247959	-59.3972530391308	-56.11663875	-11.134266082479591
KVM	2	0033	Q1	0.0079%	7.900000000000001e-05	2. cat	Broad	2	-64.83241874634948	-59.36	-56.11663875	-8.715779996349475
KVM	2	0033	Q1	0.0079%	7.900000000000001e-05	3. sat	Broad	3	-65.13011735982089	-58.857326048486954	-56.11663875	-9.013478609820886
KVM	2	0033	Q1	0.0079%	7.900000000000001e-05	4. matt	Broad	4	-69.59029247837563	-62.76	-56.11663875	-13.47365372837563
KVM	2	0034	Q2	0.0080%	8e-05	1. fat	Narrow	1	-69.23003737371505	-59.8576062062877	-56.11663875	-13.11339862371505
KVM	2	0034	Q2	0.0080%	8e-05	2. cat	NonNarrow	2	-65.3502667725662	-59.29	-56.11663875	-9.2336280225662
KVM	2	0034	Q2	0.0080%	8e-05	3. sat	NonNarrow	3	-63.09229725046274	-58.688157749190246	-56.11663875	-6.9756585004627425
KVM	2	0034	Q2	0.0080%	8e-05	4. matt	NonNarrow	4	-65.87010738705543	-60.71	-56.11663875	-9.753468637055427
KVM	2	0035	Q5	0.0079%	7.900000000000001e-05	1. fat	NonNarrow	1	-66.87021491695421	-61.359615645085825	-56.11663875	-10.753576166954211
KVM	2	0035	Q5	0.0079%	7.900000000000001e-05	2. cat	NonNarrow	2	-65.03027680703504	-58.7	-56.11663875	-8.913638057035037
KVM	2	0035	Q5	0.0079%	7.900000000000001e-05	3. sat	NonNarrow	3	-64.24009558731547	-58.61781541296862	-56.11663875	-8.123456837315466
KVM	2	0035	Q5	0.0079%	7.900000000000001e-05	4. matt	Narrow	4	-72.01284024110993	-62.24	-56.11663875	-15.896201491109927
KVM	2	0036	Q6	0.0081%	8.1e-05	1. fat	NonNarrow	1	-65.38058047849358	-60.988949574808146	-56.11663875	-9.263941728493585
KVM	2	0036	Q6	0.0081%	8.1e-05	2. cat	NonNarrow	2	-64.72143724072762	-59.31	-56.11663875	-8.604798490727624
KVM	2	0036	Q6	0.0081%	8.1e-05	3. sat	NonNarrow	3	-63.99024387641284	-58.67724456566097	-56.11663875	-7.873605126412841
KVM	2	0036	Q6	0.0081%	8.1e-05	4. matt	Narrow	4	-71.7810151146824	-61.86	-56.11663875	-15.664376364682404
KVM	2	0037	Q3	0.6722%	0.0067220000000000005	1. fat	NonNarrow	1	-66.20021532966655	-60.61853352512113	-56.11663875	-10.083576579666548
KVM	2	0037	Q3	0.6722%	0.0067220000000000005	2. cat	Narrow	2	-67.63384818409055	-60.58	-56.11663875	-11.517209434090553
KVM	2	0037	Q3	0.6722%	0.0067220000000000005	3. sat	NonNarrow	3	-63.52134643505457	-58.6989796473524	-56.11663875	-7.404707685054568
KVM	2	0037	Q3	0.6722%	0.0067220000000000005	4. matt	NonNarrow	4	-66.07219847706074	-60.47000000123354	-56.11663875	-9.955559727060738
KVM	2	0038	Q4	0.5267%	0.005267	1. fat	NonNarrow	1	-66.72129931282211	-60.27	-56.11663875	-10.604660562822112
KVM	2	0038	Q4	0.5267%	0.005267	2. cat	NonNarrow	2	-65.17652300407977	-60.156934524687635	-56.11663875	-9.059884254079769
KVM	2	0038	Q4	0.5267%	0.005267	3. sat	Narrow	3	-67.13281269925999	-58.66998536323095	-56.11663875	-11.016173949259986
KVM	2	0038	Q4	0.5267%	0.005267	4. matt	NonNarrow	4	-67.18001897486556	-60.67813502613714	-56.11663875	-11.063380224865561
KVM	2	0039	Q1	0.0079%	7.900000000000001e-05	1. fat	Broad	1	-66.8500006650348	-58.986407275079046	-56.11663875	-10.733361915034799
KVM	2	0039	Q1	0.0079%	7.900000000000001e-05	2. cat	Broad	2	-66.28342297755843	-58.76	-56.11663875	-10.16678422755843
KVM	2	0039	Q1	0.0079%	7.900000000000001e-05	3. sat	Broad	3	-66.05072230012956	-58.27936638285637	-56.11663875	-9.934083550129564
KVM	2	0039	Q1	0.0079%	7.900000000000001e-05	4. matt	Broad	4	-69.73250314163047	-62.2	-56.11663875	-13.615864391630474
KVM	2	0040	Q2	0.4463%	0.004463	1. fat	Narrow	1	-67.94170630064812	-59.45	-56.11663875	-11.825067550648122
KVM	2	0040	Q2	0.4463%	0.004463	2. cat	NonNarrow	2	-65.90016527813627	-59.4197542057769	-56.11663875	-9.78352652813627
KVM	2	0040	Q2	0.4463%	0.004463	3. sat	NonNarrow	3	-64.75075540740144	-59.629606339605836	-56.11663875	-8.634116657401442
KVM	2	0040	Q2	0.4463%	0.004463	4. matt	NonNarrow	4	-68.7138403966737	-61.43	-56.11663875	-12.597201646673703
KVM	2	0041	Q5	0.0080%	8e-05	1. fat	NonNarrow	1	-67.28024300750538	-60.22999105702506	-56.11663875	-11.163604257505376
KVM	2	0041	Q5	0.0080%	8e-05	2. cat	NonNarrow	2	-65.41081455125725	-59.52	-56.11663875	-9.294175801257246
KVM	2	0041	Q5	0.0080%	8e-05	3. sat	NonNarrow	3	-64.32409317378334	-58.929844922263094	-56.11663875	-8.20745442378334
KVM	2	0041	Q5	0.0080%	8e-05	4. matt	Narrow	4	-73.71378217828486	-62.47	-56.11663875	-17.59714342828486
KVM	2	0042	Q6	0.0080%	8e-05	1. fat	NonNarrow	1	-68.05046935191803	-60.409775877513425	-56.11663875	-11.933830601918025
KVM	2	0042	Q6	0.0080%	8e-05	2. cat	NonNarrow	2	-68.67019304659317	-59.07	-56.11663875	-12.55355429659317
KVM	2	0042	Q6	0.0080%	8e-05	3. sat	NonNarrow	3	-64.76012005970492	-58.49974251067638	-56.11663875	-8.643481309704917
KVM	2	0042	Q6	0.0080%	8e-05	4. matt	Narrow	4	-73.39015262472495	-61.81	-56.11663875	-17.273513874724948
KVM	2	0043	Q3	0.4737%	0.004737	1. fat	NonNarrow	1	-68.61004820445345	-60.31667670931315	-56.11663875	-12.493409454453449
KVM	2	0043	Q3	0.4737%	0.004737	2. cat	Narrow	2	-68.90000616288238	-60.45	-56.11663875	-12.783367412882377
KVM	2	0043	Q3	0.4737%	0.004737	3. sat	NonNarrow	3	-64.87246242274031	-59.20608202501437	-56.11663875	-8.755823672740313
KVM	2	0043	Q3	0.4737%	0.004737	4. matt	NonNarrow	4	-68.34388730190416	-61.54	-56.11663875	-12.227248551904161
KVM	2	0044	Q4	0.5352%	0.005352	1. fat	NonNarrow	1	-66.38274037612017	-61.03	-56.11663875	-10.266101626120168
KVM	2	0044	Q4	0.5352%	0.005352	2. cat	NonNarrow	2	-67.55243927544862	-60.74999627350536	-56.11663875	-11.43580052544862
KVM	2	0044	Q4	0.5352%	0.005352	3. sat	Narrow	3	-68.00009756750617	-59.046991411503186	-56.11663875	-11.883458817506174
KVM	2	0044	Q4	0.5352%	0.005352	4. matt	NonNarrow	4	-66.98225555873756	-61.34	-56.11663875	-10.865616808737563
KVM	2	0045	Q1	0.0082%	8.200000000000001e-05	1. fat	Broad	1	-67.37384897002586	-58.70999884990269	-56.11663875	-11.257210220025861
KVM	2	0045	Q1	0.0082%	8.200000000000001e-05	2. cat	Broad	2	-65.35525912781526	-58.68	-56.11663875	-9.23862037781526
KVM	2	0045	Q1	0.0082%	8.200000000000001e-05	3. sat	Broad	3	-65.09009329317065	-58.52740035657301	-56.11663875	-8.973454543170654
KVM	2	0045	Q1	0.0082%	8.200000000000001e-05	4. matt	Broad	4	-69.93111379308158	-62.35	-56.11663875	-13.814475043081579
KVM	2	0046	Q2	0.6468%	0.006468000000000001	1. fat	Narrow	1	-68.524888225756	-60.03894964436709	-56.11663875	-12.408249475756001
KVM	2	0046	Q2	0.6468%	0.006468000000000001	2. cat	NonNarrow	2	-66.87330131295093	-59.68912990799264	-56.11663875	-10.756662562950929
KVM	2	0046	Q2	0.6468%	0.006468000000000001	3. sat	NonNarrow	3	-63.454929470391036	-58.13661908845721	-56.11663875	-7.338290720391036
KVM	2	0046	Q2	0.6468%	0.006468000000000001	4. matt	NonNarrow	4	-67.26392011745129	-60.078017664430625	-56.11663875	-11.147281367451292
KVM	2	0047	Q5	0.3832%	0.003832	1. fat	NonNarrow	1	-67.6516398255767	-61.03	-56.11663875	-11.535001075576695
KVM	2	0047	Q5	0.3832%	0.003832	2. cat	NonNarrow	2	-66.19071637849004	-60.2	-56.11663875	-10.074077628490038
KVM	2	0047	Q5	0.3832%	0.003832	3. sat	NonNarrow	3	-64.49185570792001	-58.528935074760746	-56.11663875	-8.37521695792001
KVM	2	0047	Q5	0.3832%	0.003832	4. matt	Narrow	4	-71.44004217954034	-61.2	-56.11663875	-15.323403429540342
KVM	2	0048	Q6	0.1282%	0.0012820000000000002	1. fat	NonNarrow	1	-67.45116087209102	-60.60811500069348	-56.11663875	-11.334522122091023
